,0
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Hispanic, Age-adjusted Rate",0.0005126569566904747
"Binge drinking frequency among adults who binge drink, Hispanic, Crude 75th percentile",0.0005133807352236052
"Diabetes among adults, Multiracial, non-Hispanic, Crude Prevalence",0.0005153785613986258
"Current smokeless tobacco use among high school students, Male, Crude Prevalence",0.0005204133257007884
"Short sleep duration among adults, Male, Crude Prevalence",0.0005264870686638065
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Hispanic, Crude Rate",0.0005274783858375778
"Pneumococcal vaccination among adults aged 65 years and older, Multiracial, non-Hispanic, Crude Prevalence",0.0005315889435562614
"Short sleep duration among children aged 4 months to 14 years, Hispanic, Crude Prevalence",0.0005339118904238923
"Taking medicine to control high blood pressure among adults with high blood pressure, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0005380997969257227
"Lack of health insurance among adults aged 18-64 years, Male, Crude Prevalence",0.0005397558963225523
"No leisure-time physical activity among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0005400852076349734
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Overall, Age-adjusted Prevalence",0.0005447262596705635
"Adults with any disability, Asian, non-Hispanic, Crude Prevalence",0.0005458457072833444
"Routine checkup within the past year among adults, Asian, non-Hispanic, Crude Prevalence",0.0005477424962781038
"Depression among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.0005479710525044521
"Physical inactivity among adults with arthritis, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0005500716356085518
"Adults with any disability, Asian, non-Hispanic, Age-adjusted Prevalence",0.0005504220396823174
"Short sleep duration among adults, Male, Age-adjusted Prevalence",0.0005540309180506852
"Cigarette smoking during pregnancy among women with a recent live birth, Multiracial, non-Hispanic, Crude Prevalence",0.000555089029208871
"Chronic obstructive pulmonary disease among adults, Asian, non-Hispanic, Age-adjusted Prevalence",0.000557480796039601
"Short sleep duration among adults, Age 45-64, Crude Prevalence",0.000557827212891603
"Chronic obstructive pulmonary disease among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.0005594192770804236
"Chronic obstructive pulmonary disease among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.0005618362063238133
"Consumed fruit less than one time daily among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.0005626118724454958
"Average mentally unhealthy days among adults, Hispanic, Crude Mean",0.0005634768727846513
"Quit attempts in the past year among adult current smokers, Age >=65, Crude Prevalence",0.0005698651227139543
"Taking medicine to control high blood pressure among adults with high blood pressure, Asian, non-Hispanic, Age-adjusted Prevalence",0.0005724921413196304
"Subjective cognitive decline among adults aged 45 years and older, Hispanic, Crude Prevalence",0.0005804571065262465
"Chronic obstructive pulmonary disease among adults, Multiracial, non-Hispanic, Crude Prevalence",0.0005808987483009779
"Physical inactivity among adults with arthritis, Asian, non-Hispanic, Age-adjusted Prevalence",0.00058101921606119
"High school completion among adults aged 18-24, Black, non-Hispanic, Crude Prevalence",0.0005812265604967267
"Subjective cognitive decline among adults aged 45 years and older, Hispanic, Age-adjusted Prevalence",0.000583399649029809
"Diabetes among adults, Asian, non-Hispanic, Crude Prevalence",0.0005888538531083308
"Physical inactivity among adults with arthritis, Asian, non-Hispanic, Crude Prevalence",0.0005891797873727782
"Short sleep duration among adults, Overall, Crude Prevalence",0.0005956511735029767
"High blood pressure among adults, Hispanic, Crude Prevalence",0.0005971724892903624
"Binge drinking frequency among adults who binge drink, Age >=65, Crude Median",0.0005978385499129087
"Pneumococcal vaccination among adults aged 18–64 years who are at increased risk, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0006034713995905386
"Binge drinking frequency among adults who binge drink, Age >=65, Crude 75th percentile",0.0006057478965243768
"Depression among adults, Age 18-44, Crude Prevalence",0.0006073581554970398
"Physical inactivity among adults with arthritis, Hispanic, Age-adjusted Prevalence",0.0006077603759477115
"Asthma mortality among all people, underlying cause, Male, Crude Rate",0.000611685798817747
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Black, non-Hispanic, Age-adjusted Rate",0.0006133472257346981
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Black, non-Hispanic, Crude Rate",0.0006147619180697149
"Received health care provider counseling for physical activity among adults with arthritis, Age 18-44, Crude Prevalence",0.0006159946191942092
"Binge drinking intensity among adults who binge drink, Age 45-64, Crude Median",0.000617600798185548
"Short sleep duration among adults, Female, Crude Prevalence",0.0006178717695957336
"Lack of health insurance among adults aged 18-64 years, Male, Age-adjusted Prevalence",0.0006182986062960489
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Male, Age-adjusted Prevalence",0.0006194311389657791
"Subjective cognitive decline among adults aged 45 years and older, Black, non-Hispanic, Crude Prevalence",0.0006247449201708813
"Current smoking among adults with chronic obstructive pulmonary disease, Age 45-64, Crude Prevalence",0.0006248845897199767
"Postpartum depressive symptoms among women with a recent live birth, Multiracial, non-Hispanic, Crude Prevalence",0.0006282691399610417
"Short sleep duration among adults, Overall, Age-adjusted Prevalence",0.0006285279967823025
"Short sleep duration among children aged 4 months to 14 years, Black, non-Hispanic, Crude Prevalence",0.0006285947629409752
"All teeth lost among adults aged 65 years and older, White, non-Hispanic, Age-adjusted Prevalence",0.0006308397087940856
"Consumed vegetables less than one time daily among adults, Hispanic, Crude Prevalence",0.0006309055954806319
"Physical inactivity among adults with arthritis, Overall, Age-adjusted Prevalence",0.0006309592862960491
"All teeth lost among adults aged 65 years and older, Female, Age-adjusted Prevalence",0.0006312329410032245
"High blood pressure among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.0006313942236104728
"Postpartum depressive symptoms among women with a recent live birth, Black, non-Hispanic, Crude Prevalence",0.0006316897264220569
"Physical inactivity among adults with arthritis, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0006376865959724404
"Frequent mental distress among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.0006389187931250508
"Routine checkup within the past year among adults, Asian, non-Hispanic, Age-adjusted Prevalence",0.0006412360370111807
"Consumed fruit less than one time daily among adults, Multiracial, non-Hispanic, Crude Prevalence",0.0006419874862419701
"Health insurance coverage after pregnancy among women with a recent live birth, Multiracial, non-Hispanic, Crude Prevalence",0.0006428153896262417
"Consumed regular soda at least one time daily among high school students, Black, non-Hispanic, Crude Prevalence",0.0006445952907725411
"Recent activity limitation among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Mean",0.0006471366343137856
"All teeth lost among adults aged 65 years and older, Female, Crude Prevalence",0.00064719565019219
"Recent activity limitation among adults, Multiracial, non-Hispanic, Crude Mean",0.0006472390871014267
"Subjective cognitive decline among adults aged 45 years and older, Black, non-Hispanic, Age-adjusted Prevalence",0.0006481479797134454
"All teeth lost among adults aged 65 years and older, White, non-Hispanic, Crude Prevalence",0.0006481894449307369
"Postpartum depressive symptoms among women with a recent live birth, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.0006525608581612831
"Short sleep duration among adults, Female, Age-adjusted Prevalence",0.0006554294168063654
"Consumed fruit less than one time daily among adults, Black, non-Hispanic, Crude Prevalence",0.0006559748033697709
"Short sleep duration among adults, White, non-Hispanic, Age-adjusted Prevalence",0.0006564777743352132
"Physical inactivity among adults with arthritis, White, non-Hispanic, Age-adjusted Prevalence",0.0006665801938704644
"Short sleep duration among adults, White, non-Hispanic, Crude Prevalence",0.0006674430533057343
"Fair or poor self-rated health status among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0006674552664021327
"Consumed fruit less than one time daily among adults, Hispanic, Crude Prevalence",0.0006680876370669856
"Obesity among adults, Hispanic, Age-adjusted Prevalence",0.0006703867554888447
"Lack of health insurance among adults aged 18-64 years, White, non-Hispanic, Crude Prevalence",0.0006738985277920939
"Living below 150% of the poverty threshold among all people, Asian, non-Hispanic, Crude Prevalence",0.0006757910381087574
"Current cigarette smoking among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0006834061719320799
"All teeth lost among adults aged 65 years and older, Male, Age-adjusted Prevalence",0.0006846389427995919
"All teeth lost among adults aged 65 years and older, Overall, Age-adjusted Prevalence",0.0006848602400739781
"Routine checkup within the past year among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.000685197564225883
"Chronic liver disease mortality among all people, underlying cause, Male, Crude Rate",0.0006878029364824213
"Health insurance coverage in the month before pregnancy among women with a recent live birth, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.0006914692814567214
"Health insurance coverage after pregnancy among women with a recent live birth, Asian, non-Hispanic, Crude Prevalence",0.00069166076419995
"Lack of health insurance among adults aged 18-64 years, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.0006917837598064017
"Short sleep duration among adults, Age 18-44, Crude Prevalence",0.0006932568469717773
"Recent activity limitation among adults, American Indian or Alaska Native, non-Hispanic, Crude Mean",0.0006935587769623892
